kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,habitable_zone
7517261,K03496.02,,CANDIDATE,CANDIDATE,0.994,0,0,0,0,8.5433774,0.0001984,-0.0001984,137.9895,0.0192,-0.0192,0.748,0.226,-0.505,6.149,0.478,-0.478,75.1,8.3,-8.3,1.58,0.46,-0.42,1260.0,,,595.97,514.55,-318.95,10.3,2.0,q1_q17_dr25_tce,6602.0,181.0,-250.0,4.108,0.22,-0.18,1.685,0.494,-0.444,288.4212,43.179794,13.932,0
8074328,K02486.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,4.267961416,8.876e-06,-8.876e-06,134.07063,0.00177,-0.00177,0.255,0.204,-0.255,1.3427,0.0603,-0.0603,127.4,6.6,-6.6,1.42,0.44,-0.28,1371.0,,,834.16,774.43,-369.77,24.6,1.0,q1_q17_dr25_tce,6395.0,176.0,-242.0,4.275,0.153,-0.187,1.237,0.39,-0.24,280.69046,43.919182,13.047,0
10928043,K01315.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,6.84639884,1.924e-05,-1.924e-05,133.76181,0.00237,-0.00237,0.9,0.011,-0.627,3.4919,0.0593,-0.0593,149.7,4.6,-4.6,1.9,0.35,-0.28,1132.0,,,387.84,198.25,-130.26,36.3,1.0,q1_q17_dr25_tce,6065.0,121.0,-133.0,4.251,0.125,-0.125,1.31,0.238,-0.194,295.29385,48.374802,13.137,0
4060229,K04570.01,,CANDIDATE,CANDIDATE,0.996,0,0,0,0,35.0175053,0.0003215,-0.0003215,139.8496,0.00785,-0.00785,0.809,0.157,-0.575,3.608,0.218,-0.218,292.0,25.5,-25.5,2.13,0.33,-0.36,617.0,,,34.32,13.62,-11.88,12.8,1.0,q1_q17_dr25_tce,5944.0,71.0,-80.0,4.293,0.156,-0.104,1.123,0.173,-0.19,292.35605,39.11945,14.638,0
6359926,K04391.01,,CANDIDATE,CANDIDATE,0.99,0,0,0,0,49.4746966,0.0009815,-0.0009815,166.142,0.0171,-0.0171,0.491,0.476,-0.278,10.46,0.525,-0.525,291.0,19.2,-19.2,1.62,0.46,-0.2,498.0,,,14.5,12.16,-4.63,17.2,1.0,q1_q17_dr25_tce,5952.0,161.0,-179.0,4.475,0.067,-0.189,0.928,0.265,-0.114,290.39505,41.78157,14.955,0
12168895,K05959.01,,CANDIDATE,CANDIDATE,,0,0,0,0,251.48808,0.03783,-0.03783,192.461,0.139,-0.139,0.8011,0.0146,-0.6006,6.8,2.6,-2.6,305.0,136.0,-136.0,1.74,0.71,-0.14,284.0,,,1.55,1.84,-0.4,6.4,1.0,q1_q16_tce,5979.0,156.0,-175.0,4.52,0.036,-0.294,0.902,0.366,-0.076,296.24155,50.78051,14.495,0
8105719,K05476.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,148.179343,0.005653,-0.005653,202.2788,0.031,-0.031,0.102,0.352,-0.102,12.733,0.877,-0.877,466.6,42.4,-42.4,2.52,0.38,-0.42,367.0,,,4.29,1.72,-1.47,12.5,1.0,q1_q17_dr25_tce,5635.0,76.0,-76.0,4.278,0.156,-0.104,1.183,0.18,-0.198,294.60629,43.937141,15.563,0
4844470,K03469.01,,CANDIDATE,CANDIDATE,0.955,0,0,0,0,60.532988,0.0004557,-0.0004557,134.57461,0.00554,-0.00554,0.618,0.303,-0.402,7.086,0.179,-0.179,467.5,22.3,-22.3,1.91,0.53,-0.17,420.0,,,7.36,6.01,-1.85,23.8,1.0,q1_q17_dr25_tce,5631.0,152.0,-152.0,4.557,0.035,-0.184,0.847,0.235,-0.073,294.25037,39.943939,14.196,0
5785279,K04259.01,,CANDIDATE,CANDIDATE,0.885,0,0,0,0,0.909127736,4.052e-06,-4.052e-06,132.40471,0.00351,-0.00351,0.098,0.36,-0.098,1.431,0.119,-0.119,98.7,8.7,-8.7,0.98,0.26,-0.17,1818.0,,,2566.87,2113.64,-995.71,13.9,1.0,q1_q17_dr25_tce,5486.0,164.0,-164.0,4.389,0.149,-0.182,0.996,0.272,-0.168,290.01245,41.089989,15.195,0
10790401,K08031.01,,CANDIDATE,CANDIDATE,0.371,0,0,0,0,254.336707,0.007809,-0.007809,200.5875,0.0161,-0.0161,0.728,0.209,-0.532,8.585,0.69,-0.69,398.4,41.1,-41.1,13.97,0.41,-3.88,586.0,,,27.88,3.42,-15.24,11.3,1.0,q1_q17_dr25_tce,5193.0,76.0,-178.0,3.117,0.033,-0.027,6.502,0.19,-1.807,289.0275,48.13792,13.625,0
7901016,K04257.01,,CANDIDATE,CANDIDATE,0.7,0,0,0,0,41.6757509,0.0005993,-0.0005993,169.791,0.0117,-0.0117,0.256,0.181,-0.256,10.848,0.336,-0.336,142.0,7.1,-7.1,2.1,0.51,-0.95,690.0,,,53.72,38.64,-39.24,22.6,1.0,q1_q17_dr25_tce,5745.0,156.0,-156.0,3.957,0.465,-0.155,1.763,0.428,-0.796,295.1333,43.631432,13.34,0
4840672,K04813.01,,CANDIDATE,CANDIDATE,0.413,0,0,0,0,9.2294726,0.0001382,-0.0001382,136.173,0.0127,-0.0127,0.076,0.454,-0.076,2.446,0.864,-0.864,199.3,72.7,-72.7,0.82,0.08,-0.06,601.0,,,30.83,11.79,-7.91,7.5,1.0,q1_q17_dr25_tce,4781.0,168.0,-168.0,4.679,0.036,-0.045,0.596,0.058,-0.044,293.24039,39.949444,13.78,0
2307199,K00151.01,,CANDIDATE,CANDIDATE,0.752,0,0,0,0,13.4471791,1.247e-05,-1.247e-05,132.830555,0.00077,-0.00077,0.963,0.013,-0.008,3.0454,0.0546,-0.0546,1428.2,21.1,-21.1,5.24,1.64,-0.7,848.0,,,122.34,112.28,-42.14,105.3,1.0,q1_q17_dr25_tce,6276.0,169.0,-206.0,4.405,0.087,-0.203,1.041,0.326,-0.14,292.37476,37.630959,14.0,0
5617259,K07733.01,,CANDIDATE,CANDIDATE,0.139,0,0,0,0,1.048130894,,,132.3528023,,,0.216,,,5.6707,,,191.8,,,4.52,0.42,-2.35,3871.0,,,52952.95,18406.17,-42641.33,5.2,1.0,q1_q17_dr25_tce,7673.0,239.0,-319.0,3.679,0.493,-0.058,3.214,0.295,-1.67,290.96094,40.896198,11.86,0
12156930,K08076.01,,CANDIDATE,CANDIDATE,0.753,0,0,0,0,71.10684,0.00174,-0.00174,176.7154,0.0178,-0.0178,0.466,0.34,-0.318,6.933,0.462,-0.462,128.4,13.9,-13.9,1.42,0.45,-0.24,523.0,,,17.68,16.44,-7.09,10.5,1.0,q1_q17_dr25_tce,6339.0,177.0,-221.0,4.315,0.108,-0.201,1.224,0.385,-0.207,290.03943,50.768501,13.74,0
8570210,K05545.01,,CANDIDATE,CANDIDATE,,0,0,0,0,541.04472,0.02119,-0.02119,372.4781,0.0277,-0.0277,0.2387,0.2201,-0.2387,12.47,1.1,-1.1,181.5,21.9,-21.9,1.08,0.48,-0.07,206.0,,,0.43,0.56,-0.1,8.8,1.0,q1_q16_tce,5829.0,156.0,-144.0,4.575,0.03,-0.3,0.802,0.354,-0.058,295.59698,44.613892,13.607,1
6839010,K04674.01,,CANDIDATE,CANDIDATE,0.987,0,0,0,0,4.84350003,4.384e-05,-4.384e-05,134.81488,0.00726,-0.00726,0.906,0.007,-0.63,3.045,0.21,-0.21,50.2,5.5,-5.5,0.9,0.24,-0.16,1121.0,,,373.1,295.97,-148.11,10.4,1.0,q1_q17_dr25_tce,5762.0,155.0,-155.0,4.348,0.158,-0.193,1.056,0.285,-0.19,282.58282,42.346352,13.59,0
8395870,K05511.01,,CANDIDATE,CANDIDATE,,0,0,0,0,74.833577,0.003013,-0.003013,196.5293,0.0332,-0.0332,0.1101,0.3385,-0.1101,3.247,0.779,-0.779,86.4,16.1,-16.1,1.68,0.69,-0.64,590.0,,,28.65,34.78,-18.91,6.4,1.0,q1_q16_tce,5933.0,164.0,-165.0,3.953,0.355,-0.211,1.807,0.739,-0.692,300.93237,44.34454,12.395,0
5802205,K08107.01,,CANDIDATE,CANDIDATE,0.381,0,0,0,0,578.88761,0.02197,-0.02197,219.2878,0.023,-0.023,0.24,0.212,-0.24,18.521,0.959,-0.959,76.8,5.8,-5.8,1.69,0.45,-0.67,315.0,,,2.32,1.88,-1.6,15.1,1.0,q1_q17_dr25_tce,6180.0,195.0,-238.0,3.946,0.405,-0.135,1.917,0.507,-0.76,295.08749,41.037395,11.402,0
12554634,K04714.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,2.049602348,8.793e-06,-8.793e-06,132.32639,0.00346,-0.00346,0.435,0.056,-0.413,1.061,0.136,-0.136,186.1,22.4,-22.4,1.08,0.18,-0.08,1203.0,,,494.57,267.16,-122.06,11.3,1.0,q1_q17_dr25_tce,5356.0,159.0,-159.0,4.589,0.035,-0.112,0.78,0.133,-0.061,289.18149,51.562538,15.277,0
10487228,K05798.01,,CANDIDATE,CANDIDATE,,0,0,0,0,318.25858,0.01126,-0.01126,276.1817,0.0212,-0.0212,0.0281,0.5168,-0.028,4.39,1.0,-1.0,756.0,220.0,-220.0,2.03,0.32,-0.15,212.0,,,0.48,0.25,-0.11,6.0,1.0,q1_q16_tce,5108.0,163.0,-140.0,4.596,0.028,-0.102,0.759,0.12,-0.057,297.69525,47.605862,15.714,1
6442735,K05283.01,,CANDIDATE,CANDIDATE,,0,0,0,0,18.7821603,0.0004061,-0.0004061,147.8508,0.0148,-0.0148,0.1986,0.2549,-0.1986,5.573,0.537,-0.537,77.2,9.4,-9.4,0.83,0.34,-0.08,681.0,,,50.97,61.57,-13.54,9.8,1.0,q1_q17_dr24_tce,5919.0,156.0,-167.0,4.488,0.048,-0.29,0.94,0.386,-0.087,291.76413,41.86013,14.043,0
10811496,K00753.01,,CANDIDATE,CANDIDATE,0.0,0,0,0,0,19.89913995,1.494e-05,-1.494e-05,175.850252,0.000581,-0.000581,0.969,5.126,-0.077,1.7822,0.0341,-0.0341,10829.0,171.0,-171.0,14.6,3.92,-1.31,638.0,,,39.3,31.04,-10.49,76.3,1.0,q1_q17_dr25_tce,5853.0,158.0,-176.0,4.544,0.044,-0.176,0.868,0.233,-0.078,297.00482,48.134129,15.436,0
12554212,K05974.01,,CANDIDATE,CANDIDATE,0.993,0,0,0,0,4.76815507,4.901e-05,-4.901e-05,131.85686,0.00758,-0.00758,0.046,0.414,-0.046,2.115,0.249,-0.249,61.0,7.9,-7.9,0.49,0.04,-0.04,761.0,,,79.48,28.73,-22.3,9.2,1.0,q1_q17_dr25_tce,4680.0,167.0,-167.0,4.618,0.056,-0.032,0.649,0.057,-0.057,288.9162,51.534962,13.442,0
9111849,K02042.01,,CANDIDATE,CANDIDATE,0.994,0,0,0,0,63.0732241,0.0002866,-0.0002866,191.2532,0.00354,-0.00354,0.746,0.184,-0.533,5.397,0.122,-0.122,671.3,25.5,-25.5,17.8,4.46,-8.91,1077.0,,,317.78,202.95,-242.18,30.0,1.0,q1_q17_dr25_tce,6234.0,74.0,-74.0,3.209,0.458,-0.122,6.354,1.59,-3.18,298.75018,45.4664,13.089,0
6719052,K05320.01,,CANDIDATE,CANDIDATE,,0,0,0,0,357.437578,0.009596,-0.009596,195.2194,0.0201,-0.0201,0.1427,0.3394,-0.1426,15.903,0.575,-0.575,272.3,21.2,-21.2,3.13,2.09,-0.4,422.0,,,7.53,16.02,-2.69,13.6,1.0,q1_q16_tce,7610.0,231.0,-303.0,4.127,0.079,-0.382,1.862,1.24,-0.243,298.45322,42.1101,13.723,0
5384713,K03444.03,,CANDIDATE,CANDIDATE,0.977,0,0,0,0,2.63595435,1.757e-05,-1.757e-05,132.31984,0.00624,-0.00624,0.005,0.45,-0.005,1.309,0.193,-0.193,93.7,13.0,-13.0,0.5,0.03,-0.04,682.0,,,51.07,10.65,-10.49,9.2,2.0,q1_q17_dr25_tce,3705.0,74.0,-74.0,4.721,0.039,-0.021,0.529,0.03,-0.038,297.4292,40.561909,13.693,0
3545626,K06341.01,,CANDIDATE,CANDIDATE,,0,0,0,0,9.78184193,,,132.3447759,,,,,,2.3,,,,,,,,,,,,,,,,1.0,q1_q17_dr24_tce,,,,,,,,,,291.70047,38.695129,15.198,0
3122872,K03203.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,96.81647,0.0008937,-0.0008937,136.55813,0.00727,-0.00727,0.034,0.42,-0.034,10.227,0.19,-0.19,164.7,7.3,-7.3,3.19,0.38,-0.91,655.0,,,43.39,15.77,-22.77,25.9,1.0,q1_q17_dr25_tce,6404.0,129.0,-116.0,3.793,0.218,-0.058,2.467,0.301,-0.703,292.89218,38.270512,11.816,0
9008103,K03283.02,,CANDIDATE,CANDIDATE,0.989,0,0,0,0,20.5718107,0.0002175,-0.0002175,142.80267,0.00832,-0.00832,0.123,0.338,-0.123,3.399,0.272,-0.272,379.0,33.5,-33.5,1.34,0.14,-0.1,498.0,,,14.51,5.57,-3.24,13.0,1.0,q1_q17_dr25_tce,4922.0,148.0,-133.0,4.624,0.025,-0.065,0.708,0.077,-0.049,286.08908,45.369011,15.322,0
6220312,K04793.01,,CANDIDATE,CANDIDATE,0.777,0,0,0,0,5.2736268,0.0001581,-0.0001581,135.6461,0.0216,-0.0216,0.595,0.012,-0.495,5.291,0.511,-0.511,86.1,12.1,-12.1,0.89,0.27,-0.1,1014.0,,,249.68,230.17,-74.5,8.7,1.0,q1_q17_dr25_tce,5851.0,157.0,-192.0,4.515,0.039,-0.221,0.918,0.289,-0.096,296.12253,41.561138,15.374,0
3098605,K04844.01,,CANDIDATE,CANDIDATE,0.862,0,0,0,0,0.428046051,1.093e-06,-1.093e-06,131.83682,0.00206,-0.00206,0.041,0.424,-0.041,0.776,0.13,-0.13,126.0,14.1,-14.1,0.87,0.13,-0.08,2017.0,,,3877.26,1957.59,-994.03,14.1,1.0,q1_q17_dr25_tce,5285.0,159.0,-143.0,4.566,0.049,-0.091,0.775,0.121,-0.069,286.14777,38.241798,15.247,0
8693536,K07076.01,,CANDIDATE,CANDIDATE,0.99,0,0,0,0,16.2347636,0.0002556,-0.0002556,139.9705,0.0139,-0.0139,0.046,0.404,-0.046,4.2,0.374,-0.374,115.5,12.6,-12.6,1.28,0.41,-0.16,852.0,,,124.25,111.35,-40.68,10.7,1.0,q1_q17_dr25_tce,6478.0,160.0,-208.0,4.371,0.065,-0.195,1.188,0.37,-0.148,293.53033,44.832771,14.299,0
9541295,K03132.01,,CANDIDATE,CANDIDATE,0.0,0,0,0,0,0.536650319,2.228e-06,-2.228e-06,131.71106,0.00432,-0.00432,0.61,0.024,-0.507,2.383,0.129,-0.129,41.9,1.8,-1.8,1.35,0.24,-0.45,3195.0,,,24688.55,13963.8,-14922.46,31.0,1.0,q1_q17_dr25_tce,6020.0,183.0,-183.0,3.922,0.285,-0.095,2.0,0.357,-0.662,297.32971,46.136089,12.649,0
10120548,K04451.01,,CANDIDATE,CANDIDATE,0.851,0,0,0,0,8.8303681,9.977e-05,-9.977e-05,134.80059,0.00978,-0.00978,0.746,0.223,-0.535,3.426,0.269,-0.269,296.2,32.3,-32.3,1.32,0.16,-0.11,676.0,,,49.36,20.52,-12.08,10.9,1.0,q1_q17_dr25_tce,5051.0,151.0,-136.0,4.628,0.035,-0.07,0.706,0.086,-0.058,282.19565,47.105679,15.945,0
7835312,K06164.01,,CANDIDATE,CANDIDATE,0.959,0,0,0,0,29.5126153,0.0005833,-0.0005833,134.7234,0.0171,-0.0171,0.188,0.269,-0.188,6.314,0.492,-0.492,188.2,22.9,-22.9,1.84,0.3,-0.37,678.0,,,49.95,21.25,-19.56,9.4,1.0,q1_q17_dr25_tce,5746.0,78.0,-78.0,4.189,0.176,-0.095,1.351,0.219,-0.268,295.97079,43.52969,15.334,0
9851638,K05725.01,,CANDIDATE,CANDIDATE,,0,0,0,0,351.25069,0.01422,-0.01422,226.8377,0.027,-0.027,0.1777,0.3011,-0.1774,3.648,0.58,-0.58,1324.0,240.0,-240.0,2.23,0.25,-0.2,186.0,,,0.28,0.12,-0.08,6.5,1.0,q1_q16_tce,4828.0,181.0,-170.0,4.63,0.06,-0.046,0.63,0.069,-0.058,298.9433,46.679771,15.806,1
5306984,K06127.01,,CANDIDATE,CANDIDATE,,0,0,0,0,114.27173902,,,163.3628542,,,,,,2.19,,,,,,,,,,,,,,,,2.0,q1_q16_tce,,,,,,,,,,299.23679,40.425819,13.05,0
5436455,K05164.01,,CANDIDATE,CANDIDATE,,0,0,0,0,209.967521,0.003005,-0.003005,241.95921,0.00876,-0.00876,0.2723,0.201,-0.2722,2.585,0.342,-0.342,120.0,20.2,-20.2,1.16,0.55,-0.11,344.0,,,3.29,4.61,-0.89,7.1,1.0,q1_q16_tce,6437.0,148.0,-198.0,4.439,0.049,-0.312,1.042,0.5,-0.096,287.87424,40.630409,12.489,0
10089123,K07283.01,,CANDIDATE,CANDIDATE,,0,0,0,0,134.413808,0.004797,-0.004797,227.9768,0.027,-0.027,0.1857,0.2759,-0.1857,13.907,0.854,-0.854,206.1,20.0,-20.0,1.69,0.86,-0.23,391.0,,,5.51,8.34,-2.07,12.5,1.0,q1_q17_dr24_tce,6013.0,162.0,-252.0,4.37,0.083,-0.083,1.187,0.597,-0.166,296.89828,47.081059,14.262,0
11284772,K04622.02,,CANDIDATE,CANDIDATE,0.977,0,0,0,0,4.50158249,3.405e-05,-3.405e-05,134.1153,0.00569,-0.00569,0.016,0.442,-0.016,1.855,0.158,-0.158,175.7,21.5,-21.5,0.73,0.04,-0.03,676.0,,,49.21,9.73,-7.37,9.7,2.0,q1_q17_dr25_tce,4339.0,78.0,-87.0,4.711,0.02,-0.032,0.553,0.031,-0.022,284.56689,49.01255,15.142,0
7499398,K01473.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,23.02028478,2.765e-05,-2.765e-05,357.786124,0.000837,-0.000837,0.794,0.007,-0.42,3.544,0.131,-0.131,5077.8,62.7,-62.7,7.58,2.11,-0.71,604.0,,,31.4,26.25,-9.06,97.2,1.0,q1_q17_dr25_tce,5613.0,166.0,-200.0,4.496,0.048,-0.192,0.956,0.266,-0.089,280.36023,43.12368,15.573,0
5985713,K03190.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,8.95294046,8.727e-05,-8.727e-05,134.33731,0.00765,-0.00765,0.718,0.051,-0.507,2.995,0.229,-0.229,44.0,4.0,-4.0,0.86,0.14,-0.15,1012.0,,,247.66,111.75,-92.96,13.0,1.0,q1_q17_dr25_tce,6047.0,120.0,-132.0,4.266,0.156,-0.104,1.207,0.191,-0.21,298.26816,41.251663,11.458,0
6443274,K07567.01,,CANDIDATE,CANDIDATE,,0,0,0,0,608.20572,0.02616,-0.02616,160.7147,0.0341,-0.0341,0.0082,0.4535,-0.0079,13.63,1.5,-1.5,554.2,69.4,-69.4,1.46,0.13,-0.13,143.0,,,0.1,0.03,-0.03,11.3,1.0,q1_q17_dr24_tce,4486.0,132.0,-127.0,4.642,0.04,-0.04,0.646,0.059,-0.057,291.95438,41.826969,15.059,0
5092799,K06516.01,,CANDIDATE,CANDIDATE,,0,0,0,0,11.2901559,0.0006136,-0.0006136,135.3964,0.0526,-0.0526,0.6285,0.3256,-0.4156,10.475,0.924,-0.924,163.8,22.9,-22.9,0.88,0.12,-0.08,617.0,,,34.17,17.51,-9.46,8.6,1.0,q1_q17_dr24_tce,5025.0,187.0,-168.0,4.609,0.061,-0.061,0.657,0.094,-0.059,289.84402,40.262741,15.929,0
9775385,K04462.01,,CANDIDATE,CANDIDATE,,0,0,0,0,45.163025,0.004492,-0.004492,159.8536,0.0968,-0.0968,0.2057,0.2588,-0.2056,7.03,2.1,-2.1,130.3,27.2,-27.2,2.35,1.24,-0.44,886.0,,,145.48,238.25,-63.2,8.7,,,7675.0,235.0,-304.0,4.051,0.121,-0.311,2.015,1.066,-0.372,293.85294,46.590809,11.069,0
6756369,K05322.01,,CANDIDATE,CANDIDATE,,0,0,0,0,30.928898,0.0003253,-0.0003253,153.90647,0.00782,-0.00782,0.7846,0.1712,-0.5434,3.436,0.289,-0.289,203.3,26.1,-26.1,8.1,0.74,-1.71,1051.0,,,288.95,82.49,-129.97,8.5,1.0,q1_q16_tce,5029.0,97.0,-151.0,3.237,0.03,-0.03,5.127,0.468,-1.085,283.97293,42.276588,13.907,0
5697395,K05192.01,,CANDIDATE,CANDIDATE,,0,0,0,0,50.55398,0.001389,-0.001389,160.0628,0.0198,-0.0198,0.1379,0.3193,-0.1379,6.159,0.735,-0.735,199.7,26.6,-26.6,0.94,0.13,-0.08,367.0,,,4.29,1.9,-1.05,7.9,1.0,q1_q16_tce,4895.0,149.0,-129.0,4.609,0.042,-0.058,0.687,0.09,-0.057,289.22729,40.94949,14.867,0
6441738,K01246.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,19.03723442,7.375e-05,-7.375e-05,148.55057,0.00325,-0.00325,0.033,0.4,-0.033,3.3882,0.0924,-0.0924,401.3,18.5,-18.5,5.74,1.29,-0.93,1051.0,,,288.04,166.34,-97.18,25.3,1.0,q1_q17_dr25_tce,5248.0,68.0,-73.0,3.523,0.117,-0.143,2.892,0.648,-0.471,291.42755,41.878159,14.898,0
10680424,K07361.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,0.92623983,1.172e-05,-1.172e-05,131.7203,0.0171,-0.0171,0.058,0.511,-0.058,1.267,0.279,-0.279,411.4,75.0,-75.0,1.16,0.12,-0.09,1208.0,,,504.34,204.45,-135.05,9.1,1.0,q1_q17_dr25_tce,4494.0,161.0,-161.0,4.692,0.032,-0.052,0.591,0.062,-0.047,297.20752,47.972099,16.28,0
5441980,K00607.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,5.89399142,1.106e-06,-1.106e-06,173.485973,0.000141,-0.000141,0.867,0.017,-0.022,1.2737,0.0282,-0.0282,10993.0,83.8,-83.8,11.16,1.2,-0.46,940.0,,,185.03,54.41,-23.99,252.5,1.0,q1_q17_dr25_tce,5713.0,77.0,-77.0,4.541,0.013,-0.085,0.893,0.096,-0.037,289.80908,40.615841,14.377,0
11350118,K04509.01,,CANDIDATE,CANDIDATE,0.942,0,0,0,0,12.003678,0.0001007,-0.0001007,134.71007,0.00664,-0.00664,0.076,0.368,-0.076,2.799,0.253,-0.253,281.7,28.1,-28.1,0.97,0.08,-0.09,503.0,,,15.12,4.91,-4.15,12.0,1.0,q1_q17_dr25_tce,4328.0,131.0,-131.0,4.654,0.056,-0.024,0.594,0.05,-0.056,291.69516,49.187859,15.675,0
9773980,K04691.01,,CANDIDATE,CANDIDATE,0.965,0,0,0,0,3.3879165,2.583e-05,-2.583e-05,133.93645,0.00581,-0.00581,0.117,0.328,-0.117,1.818,0.173,-0.173,78.6,8.9,-8.9,1.09,0.18,-0.18,1336.0,,,750.6,323.66,-254.56,10.4,1.0,q1_q17_dr25_tce,5702.0,77.0,-77.0,4.247,0.162,-0.108,1.245,0.205,-0.205,293.28015,46.560089,14.491,0
9574614,K01745.01,,CANDIDATE,CANDIDATE,0.0,0,0,0,0,0.982090079,1.57e-07,-1.57e-07,131.701452,0.00013,-0.00013,1.278,1.573,-0.12,1.44892,0.00574,-0.00574,5396.7,8.8,-8.8,29.95,4.76,-2.79,1568.0,,,1426.18,728.36,-386.59,304.1,1.0,q1_q17_dr25_tce,5472.0,163.0,-163.0,4.573,0.06,-0.097,0.742,0.118,-0.069,284.9671,46.27626,15.933,0
2853446,K01118.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,7.37290344,2.732e-05,-2.732e-05,137.60991,0.00322,-0.00322,0.993,0.039,-0.714,2.172,0.208,-0.208,205.2,12.2,-12.2,2.67,0.42,-0.31,1004.0,,,240.11,104.98,-69.08,19.1,1.0,q1_q17_dr25_tce,5973.0,107.0,-131.0,4.371,0.099,-0.121,1.07,0.168,-0.126,291.65097,38.028179,13.835,0
6664842,K06750.01,,CANDIDATE,CANDIDATE,0.788,0,0,0,0,5.21395046,9.936e-05,-9.936e-05,135.7252,0.0166,-0.0166,0.195,0.252,-0.195,3.188,0.463,-0.463,78.5,11.4,-11.4,1.24,0.19,-0.27,1201.0,,,492.29,207.81,-205.99,8.6,1.0,q1_q17_dr25_tce,5529.0,82.0,-71.0,4.123,0.217,-0.108,1.412,0.223,-0.307,281.5202,42.169472,14.43,0
6509282,K05287.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,3.98916186,2.025e-05,-2.025e-05,132.21377,0.00374,-0.00374,0.08,0.378,-0.08,1.913,0.153,-0.153,318.0,24.9,-24.9,28.1,1.82,-10.33,3293.0,,,27838.74,5063.14,-19003.35,16.3,1.0,q1_q17_dr25_tce,4998.0,52.0,-281.0,2.524,0.03,-0.03,16.187,1.05,-5.949,287.33041,41.974899,13.56,0
11967788,K04021.02,,CANDIDATE,CANDIDATE,0.994,0,0,0,0,4.93211932,7.149e-05,-7.149e-05,132.4538,0.0123,-0.0123,0.034,0.429,-0.034,3.144,0.352,-0.352,50.5,7.8,-7.8,1.02,0.18,-0.15,1372.0,,,837.01,386.38,-257.38,7.5,2.0,q1_q17_dr25_tce,6422.0,76.0,-76.0,4.219,0.12,-0.12,1.421,0.257,-0.21,294.03436,50.371651,13.166,0
9224514,K05644.01,,CANDIDATE,CANDIDATE,,0,0,0,0,378.93139106,,,254.5741017,,,,,,14.11,,,,,,,,,,,,,,,,1.0,q1_q16_tce,,,,,,,,,,294.26019,45.69408,15.316,0
12366084,K00787.03,,CANDIDATE,CANDIDATE,0.866,0,0,0,0,0.589376952,6.484e-06,-6.484e-06,131.8694,0.0109,-0.0109,0.491,0.039,-0.446,1.71,0.252,-0.252,80.7,8.8,-8.8,0.93,0.14,-0.07,2162.0,,,5161.1,1987.54,-1003.97,11.4,3.0,q1_q17_dr25_tce,5714.0,77.0,-77.0,4.428,0.063,-0.117,1.015,0.148,-0.079,295.81616,51.121738,15.367,0
9596892,K07199.01,,CANDIDATE,CANDIDATE,,0,0,0,0,20.2944118,0.0001273,-0.0001273,148.08554,0.00481,-0.00481,8.7053,43.81,-7.79,0.357,0.316,-0.316,453.9,97.1,-97.1,774.73,287.8,-65.83,648.0,,,41.69,46.05,-11.24,5.6,1.0,q1_q17_dr24_tce,5865.0,167.0,-197.0,4.518,0.034,-0.034,0.918,0.341,-0.078,295.25565,46.2164,15.919,0
11601972,K05919.01,,CANDIDATE,CANDIDATE,0.185,0,0,0,0,290.196139,0.005628,-0.005628,264.8759,0.0119,-0.0119,0.017,0.432,-0.017,13.698,0.518,-0.518,281.0,20.1,-20.1,2.35,0.77,-0.5,341.0,,,3.2,3.14,-1.51,15.7,1.0,q1_q17_dr25_tce,6238.0,195.0,-239.0,4.224,0.162,-0.198,1.403,0.453,-0.302,286.73245,49.683189,13.511,0
